age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,mental_fatigue_score,screen_time_group,sleep_group,caffeine_group,age_group
49,Female,Designer,9.85,63,5.41,3.65,10,0,5,9.66,High,Low,None,30-50
53,Male,Manager,5.64,17,7.98,6.74,6.65,3,1,7.33,Medium,Medium,High,50+
21,Male,Designer,2.38,62,8.35,6.05,4.18,1,110,3.26,Low,High,Low,Under 30
44,Female,Designer,2.58,67,6.51,6.19,5.26,1,111,5.64,Low,Medium,Low,30-50
34,Male,Researcher,7.58,49,6.7,6.02,7.47,2,72,7.1,High,Medium,Low,30-50
29,Male,Manager,1.01,67,6.29,6.85,3.69,0,95,3.12,Low,Medium,None,Under 30
39,Male,Manager,6.96,90,4.91,3.97,9.82,4,115,8.32,High,Low,High,30-50
34,Female,Teacher,2.36,15,4.25,8.76,1.92,4,18,1,Low,Low,High,30-50
27,Male,Designer,9.86,13,7.11,3.79,10,3,88,8.79,High,Medium,High,Under 30
18,Male,Designer,2.47,61,7.99,7.19,4.35,2,29,4.95,Low,Medium,Low,Under 30
39,Female,Researcher,5.97,77,7.75,5.19,6.64,3,80,7.48,Medium,Medium,High,30-50
43,Male,Doctor,7.03,6,8.5,3.97,10,3,76,8.43,High,High,High,30-50
35,Male,Manager,8.38,108,8.07,3.95,10,4,24,8.73,High,High,High,30-50
31,Female,Researcher,5.13,55,5.44,6.15,8.6,1,114,9.82,Medium,Low,Low,30-50
46,Female,Manager,9.4,13,4.58,4.85,10,2,13,10,High,Low,Low,30-50
29,Female,Student,5.32,41,6.15,5.27,7.48,2,81,9.22,Medium,Medium,Low,Under 30
53,Male,Student,3.27,108,5.74,5.71,6.6,0,15,8.23,Medium,Low,None,50+
52,Female,Manager,6.34,69,7.64,5.24,9.46,4,7,9.11,High,Medium,High,50+
29,Female,Doctor,6.92,61,4.34,4.43,10,4,106,10,High,Low,High,Under 30
24,Male,Researcher,5.57,42,8.72,6,6.77,2,84,7.13,Medium,High,Low,Under 30
46,Male,Software Engineer,7.6,56,8.79,7.74,6.79,3,14,7.8,High,High,High,30-50
28,Other,Designer,4.79,101,4.44,6.26,6.92,0,64,6.72,Medium,Low,None,Under 30
50,Female,Software Engineer,1.04,90,6.17,7.53,2.32,2,78,3.86,Low,Medium,Low,30-50
23,Female,Doctor,3.38,74,8.5,6.97,4.97,0,16,3.27,Medium,High,None,Under 30
32,Female,Software Engineer,9.51,30,4.94,5.96,9.84,2,37,10,High,Low,Low,30-50
49,Female,Student,7.87,50,7.46,4.61,10,3,89,8.69,High,Medium,High,30-50
28,Female,Teacher,2.71,112,7.56,7.04,4.92,0,13,5.09,Low,Medium,None,Under 30
40,Male,Software Engineer,1.6,66,5.17,9.44,1.82,1,47,1,Low,Low,Low,30-50
43,Male,Teacher,4.16,0,4.03,7.87,4.78,3,96,3.78,Medium,Low,High,30-50
51,Female,Software Engineer,8.53,79,7.32,4.19,10,4,41,8.9,High,Medium,High,50+
51,Female,Researcher,1.95,43,7.09,9.81,2.69,1,114,2.27,Low,Medium,Low,50+
46,Female,Doctor,5.89,90,7.25,6.58,7.81,0,14,8.52,Medium,Medium,None,30-50
21,Other,Teacher,3.48,109,4.78,6.97,5.66,1,87,6.52,Medium,Low,Low,Under 30
34,Female,Software Engineer,7.54,49,7.02,5.31,10,0,20,9.95,High,Medium,None,30-50
52,Male,Doctor,1,59,6.71,7.36,2.86,3,17,4.2,Low,Medium,High,50+
30,Female,Freelancer,3.49,2,6.26,10,3.94,4,70,3.2,Medium,Medium,High,30-50
58,Male,Freelancer,7.11,119,7.88,5.57,8.81,0,56,9.22,High,Medium,None,50+
56,Male,Manager,5.92,71,5.94,5.78,9.2,0,81,9.88,Medium,Low,None,50+
32,Male,Researcher,8.01,113,5.77,5.31,8.92,4,81,9.06,High,Low,High,30-50
46,Female,Freelancer,2.42,79,6.71,8.48,3.08,2,0,3.98,Low,Medium,Low,30-50
46,Other,Student,5.78,110,8.72,4.67,10,1,86,8.45,Medium,High,Low,30-50
28,Male,Designer,2.76,53,5.72,7.46,4.68,2,70,3.97,Low,Low,Low,Under 30
49,Male,Doctor,6.75,1,6.23,7.39,8.58,1,63,7.59,High,Medium,Low,30-50
19,Female,Doctor,2.18,28,5.33,7.57,3.44,1,19,3.89,Low,Low,Low,Under 30
31,Female,Student,2.34,15,7.4,9.27,2.88,1,59,3.21,Low,Medium,Low,30-50
37,Female,Teacher,3.95,118,5.82,5.83,5.67,4,31,5.44,Medium,Low,High,30-50
39,Female,Software Engineer,4.62,92,7.46,5.4,8.3,4,4,8.35,Medium,Medium,High,30-50
28,Female,Teacher,5.49,94,4.73,4.75,8.82,0,43,8.26,Medium,Low,None,Under 30
44,Male,Researcher,6.23,105,5.32,4.91,8.03,4,21,9.46,High,Low,High,30-50
20,Male,Doctor,5.22,58,5.03,6.73,6.86,1,31,6.38,Medium,Low,Low,Under 30
34,Male,Manager,1.41,10,7.89,8.54,3.88,3,41,4.23,Low,Medium,High,30-50
45,Female,Freelancer,4.09,114,4.45,5.7,6.98,0,70,5.48,Medium,Low,None,30-50
46,Male,Software Engineer,1.55,95,5.26,7.82,3.58,0,70,4.98,Low,Low,None,30-50
38,Female,Freelancer,2.06,23,6.54,10,1.51,4,50,1.53,Low,Medium,High,30-50
33,Male,Freelancer,1.84,82,4.44,8.04,3.2,1,20,2.88,Low,Low,Low,30-50
54,Male,Designer,2.42,31,4.06,8.69,2.04,3,43,2.76,Low,Low,High,50+
37,Male,Freelancer,8.32,73,7.46,4.62,10,4,72,10,High,Medium,High,30-50
23,Male,Researcher,6.65,53,7.07,7.9,5.67,0,43,5.89,High,Medium,None,Under 30
36,Male,Researcher,5.56,112,4.04,3.38,10,2,53,10,Medium,Low,Low,30-50
22,Female,Researcher,7.59,55,4.24,4.2,9.89,4,58,9.57,High,Low,High,Under 30
20,Male,Designer,9.65,95,5.1,2.76,10,0,109,9.92,High,Low,None,Under 30
18,Female,Software Engineer,4.76,86,8.53,7.07,4.59,0,43,3.86,Medium,High,None,Under 30
55,Male,Researcher,4.31,96,7.26,5.79,7.05,2,58,8.61,Medium,Medium,Low,50+
32,Female,Doctor,9.8,93,8.03,4.35,10,3,110,8.93,High,High,High,30-50
51,Female,Manager,7.94,93,7.8,1.91,10,4,14,8.71,High,Medium,High,50+
52,Other,Student,7.99,70,8.92,5.16,10,2,48,9.06,High,High,Low,50+
42,Male,Freelancer,6.4,79,8.75,4.25,10,0,25,10,High,High,None,30-50
41,Male,Manager,5.56,42,4.34,7.4,4.97,4,71,4.86,Medium,Low,High,30-50
29,Female,Freelancer,5.96,52,4.11,5.07,9.09,0,1,8.85,Medium,Low,None,Under 30
35,Male,Freelancer,6.87,113,6.49,3.89,10,2,72,9.7,High,Medium,Low,30-50
32,Female,Teacher,4.39,0,5.36,6.43,6.76,1,99,6.94,Medium,Low,Low,30-50
33,Male,Manager,8.04,93,6.52,3.32,10,1,81,9.75,High,Medium,Low,30-50
44,Female,Manager,9.18,97,4.45,3.75,10,1,23,8.93,High,Low,Low,30-50
25,Male,Teacher,6.14,60,8.54,5.56,9.9,1,2,9.8,High,High,Low,Under 30
42,Female,Student,4.43,117,7.87,5.1,8.08,4,44,8.08,Medium,Medium,High,30-50
34,Female,Student,7.26,33,6.76,4.24,9.41,1,20,8.38,High,Medium,Low,30-50
46,Male,Designer,2.64,60,6.33,6.94,6.6,1,51,5.64,Low,Medium,Low,30-50
25,Male,Researcher,9.72,101,6.34,4.52,9.55,4,10,9.33,High,Medium,High,Under 30
32,Male,Freelancer,6.92,60,7.08,5.68,7.7,2,64,7.72,High,Medium,Low,30-50
44,Female,Researcher,1.61,94,6.73,8.01,3.37,3,75,1.42,Low,Medium,High,30-50
24,Male,Student,5.77,119,6.41,6.52,6.93,2,43,6.35,Medium,Medium,Low,Under 30
20,Male,Software Engineer,7.75,7,7.4,6.91,8.44,4,112,6.38,High,Medium,High,Under 30
46,Female,Designer,3.5,53,7.82,8.61,3.3,2,5,4.23,Medium,Medium,Low,30-50
41,Male,Researcher,1.46,52,7.21,8.59,2.12,1,70,2.65,Low,Medium,Low,30-50
20,Male,Doctor,5.4,19,5.96,6.39,6.08,1,67,5.43,Medium,Low,Low,Under 30
37,Male,Designer,8.5,45,6.07,5.1,10,4,109,10,High,Medium,High,30-50
32,Female,Freelancer,3.26,117,4.49,6.53,4.67,3,7,3.72,Medium,Low,High,30-50
42,Other,Manager,7.45,92,6.07,2.73,10,1,22,10,High,Medium,Low,30-50
47,Male,Manager,4.67,30,7.93,6.82,7.12,3,113,6.66,Medium,Medium,High,30-50
31,Female,Designer,1.54,84,4.33,8.9,2.75,1,52,4.66,Low,Low,Low,30-50
24,Male,Teacher,3.74,25,4.88,5.72,6.62,4,103,6.34,Medium,Low,High,Under 30
34,Male,Freelancer,3.83,94,8.21,4.77,6.75,0,61,6.41,Medium,High,None,30-50
37,Female,Student,9.14,62,6.84,3.35,10,0,50,9.8,High,Medium,None,30-50
53,Male,Manager,9.84,19,7.36,4.14,10,3,119,9.07,High,Medium,High,50+
26,Female,Manager,2.89,21,5.61,8,5.25,4,13,3.37,Low,Low,High,Under 30
55,Female,Software Engineer,4.87,56,6.44,8.48,4.48,0,54,3.67,Medium,Medium,None,50+
39,Female,Freelancer,9.79,56,7.81,4.89,9.89,3,100,10,High,Medium,High,30-50
19,Male,Student,4.67,103,8.38,6.2,6.03,1,32,4.86,Medium,High,Low,Under 30
41,Male,Freelancer,4.14,25,8.87,7.33,6.4,1,109,5.7,Medium,High,Low,30-50
25,Other,Manager,1.99,16,8.26,8.65,3.09,2,4,2.95,Low,High,Low,Under 30
28,Male,Teacher,7.78,88,4.34,5.54,10,4,119,10,High,Low,High,Under 30
30,Female,Manager,5.02,100,5.72,7.02,5.44,0,5,6.91,Medium,Low,None,30-50
34,Male,Student,6.75,26,7.74,5.45,9.01,1,109,8.99,High,Medium,Low,30-50
25,Male,Software Engineer,5.59,66,6.09,6.52,5.72,0,44,5.7,Medium,Medium,None,Under 30
38,Male,Researcher,2.57,55,6.18,7.96,3.3,3,108,1,Low,Medium,High,30-50
35,Female,Researcher,2.59,23,7.97,9.4,4.49,0,86,3.77,Low,Medium,None,30-50
47,Female,Student,9.46,24,8.17,6.32,10,3,14,10,High,High,High,30-50
35,Male,Freelancer,9.01,113,7.96,3.97,10,4,110,10,High,Medium,High,30-50
48,Female,Freelancer,6.5,9,5.77,6.43,7.33,2,97,8.03,High,Low,Low,30-50
55,Male,Teacher,1.01,35,5.14,7.33,2.97,1,60,3.3,Low,Low,Low,50+
49,Male,Software Engineer,4.9,105,5.79,4.67,9.11,1,52,9.22,Medium,Low,Low,30-50
28,Female,Researcher,5.77,81,7.51,5.98,9.83,1,52,8.92,Medium,Medium,Low,Under 30
42,Female,Student,5.04,44,5.82,7.94,4.89,3,56,5.22,Medium,Low,High,30-50
50,Male,Teacher,9.33,117,4.28,5.08,10,1,66,10,High,Low,Low,30-50
55,Male,Teacher,1.37,16,8,6.85,5.84,4,93,4.32,Low,Medium,High,50+
58,Other,Designer,6.89,77,4.32,4.83,9.17,0,79,8.79,High,Low,None,50+
25,Female,Manager,3.82,57,8.98,7.37,4.71,3,13,3.7,Medium,High,High,Under 30
28,Female,Freelancer,6.04,82,8.31,6.49,7.46,2,20,9.13,High,High,Low,Under 30
39,Male,Software Engineer,6.9,81,8.78,4.8,9.3,2,65,9.54,High,High,Low,30-50
41,Female,Software Engineer,4.97,22,8.17,6.85,6.91,2,48,6.36,Medium,High,Low,30-50
58,Male,Manager,2.34,7,4.51,8.88,1,0,19,1,Low,Low,None,50+
34,Other,Freelancer,5.67,49,6.09,4.45,7.77,0,17,9.03,Medium,Medium,None,30-50
29,Male,Freelancer,9.4,15,8.54,4.66,10,1,104,10,High,High,Low,Under 30
49,Male,Student,5.82,88,4.45,5.18,10,0,51,10,Medium,Low,None,30-50
32,Male,Designer,2.11,42,5.53,8.61,3.84,1,82,3.98,Low,Low,Low,30-50
33,Female,Software Engineer,8.42,95,6.34,4.65,9.42,4,16,10,High,Medium,High,30-50
39,Female,Teacher,3,112,6.25,5.99,5.03,0,77,7.18,Medium,Medium,None,30-50
45,Male,Software Engineer,4.33,113,8.72,5.94,6.47,4,12,7.7,Medium,High,High,30-50
37,Female,Designer,4.86,82,5.98,6.27,5.41,2,26,4.47,Medium,Low,Low,30-50
50,Female,Manager,4.06,81,5.19,6.33,3.92,4,5,3.04,Medium,Low,High,30-50
27,Male,Doctor,4.64,95,6.22,7.12,6.52,2,34,6.49,Medium,Medium,Low,Under 30
57,Female,Manager,8.16,45,5.98,4.99,8.88,1,98,9.03,High,Low,Low,50+
49,Female,Teacher,3.01,48,7.12,9.84,1.73,3,17,1.87,Medium,Medium,High,30-50
50,Male,Software Engineer,5.23,103,8.97,4.86,7.38,4,33,7.55,Medium,High,High,30-50
19,Male,Manager,1.18,14,6.76,9.93,1.69,3,35,2.88,Low,Medium,High,Under 30
50,Male,Teacher,5.57,48,6.31,7.51,5.87,3,21,6.64,Medium,Medium,High,30-50
50,Male,Researcher,2.01,20,6.97,7.54,3.08,1,107,2.63,Low,Medium,Low,30-50
58,Male,Freelancer,3.54,74,8.9,7.5,6.63,2,67,7.03,Medium,High,Low,50+
30,Female,Student,3.92,92,7.12,7.89,4.62,0,62,6.61,Medium,Medium,None,30-50
47,Female,Researcher,1.74,95,4.61,8.14,2.48,1,113,4.27,Low,Low,Low,30-50
50,Male,Researcher,4.25,5,8.56,5.52,7.3,3,40,7.19,Medium,High,High,30-50
30,Female,Teacher,5.48,54,6.95,7.19,7.45,0,92,7.51,Medium,Medium,None,30-50
43,Female,Software Engineer,4.88,82,4.79,6.67,7.32,0,55,6.69,Medium,Low,None,30-50
39,Female,Student,3.52,79,5.15,7.44,5.21,2,31,4.07,Medium,Low,Low,30-50
56,Male,Student,3.65,75,4.6,6.66,5.23,3,76,5.09,Medium,Low,High,50+
19,Female,Researcher,6.7,14,8.8,5.44,7.9,1,87,6.08,High,High,Low,Under 30
55,Female,Student,7.47,10,4.35,7.75,8.84,2,15,7.8,High,Low,Low,50+
56,Female,Doctor,6.19,38,7.82,7.52,7.26,1,64,6.76,High,Medium,Low,50+
43,Male,Doctor,9.79,119,5.69,4.38,10,4,89,10,High,Low,High,30-50
32,Male,Student,9.5,73,4.41,3.8,10,3,15,10,High,Low,High,30-50
51,Female,Researcher,1.89,50,6.17,8.47,3.19,3,44,3.83,Low,Medium,High,50+
59,Male,Manager,3.35,36,4,8.36,5.9,2,114,6.1,Medium,Low,Low,50+
57,Female,Researcher,8.82,48,8.09,5.03,9.66,1,47,9.37,High,High,Low,50+
28,Female,Manager,1.27,56,6.71,8.56,2.23,0,42,2.49,Low,Medium,None,Under 30
20,Male,Manager,6.33,87,6.26,6.2,7.46,2,91,7.26,High,Medium,Low,Under 30
23,Female,Software Engineer,9.59,114,8.15,2.59,10,3,19,10,High,High,High,Under 30
26,Male,Student,7.11,99,6.6,6.31,6.08,3,31,5.2,High,Medium,High,Under 30
23,Male,Manager,1.83,64,6.98,8.07,1.71,0,70,1.77,Low,Medium,None,Under 30
26,Female,Student,7.73,109,8.07,3.54,10,1,69,10,High,High,Low,Under 30
56,Female,Teacher,4.39,16,7.6,6.68,4.9,3,18,3.15,Medium,Medium,High,50+
48,Male,Manager,9.29,62,7.3,2.64,10,2,7,8.29,High,Medium,Low,30-50
49,Female,Researcher,3.58,13,7.52,8.54,4.3,1,80,3.98,Medium,Medium,Low,30-50
58,Male,Teacher,5.26,37,5.31,6,6.87,1,82,8.72,Medium,Low,Low,50+
29,Male,Teacher,7.72,117,4.59,4.3,10,3,109,10,High,Low,High,Under 30
25,Male,Manager,3.32,24,7.11,8.18,4.3,4,48,2.71,Medium,Medium,High,Under 30
25,Male,Designer,2.64,36,5.12,5.39,8.59,2,18,9.07,Low,Low,Low,Under 30
45,Female,Teacher,1.02,98,4.24,7.6,3.03,3,8,3.61,Low,Low,High,30-50
37,Female,Manager,5.39,85,5.27,7.91,5.36,2,33,5.42,Medium,Low,Low,30-50
24,Female,Freelancer,9.36,55,7.6,5.09,10,3,33,8.95,High,Medium,High,Under 30
28,Female,Teacher,3.53,110,7.54,6.69,6.53,4,97,5.01,Medium,Medium,High,Under 30
37,Male,Software Engineer,1.39,6,8.52,8.83,1.38,1,65,1.11,Low,High,Low,30-50
33,Male,Doctor,6.58,10,7.38,3.69,9.36,4,16,10,High,Medium,High,30-50
21,Female,Doctor,1.51,73,6.2,8.13,2.47,2,112,2.73,Low,Medium,Low,Under 30
23,Female,Doctor,5.56,77,5.3,6.15,9.49,1,9,10,Medium,Low,Low,Under 30
39,Female,Freelancer,4.43,34,7.79,6.24,5.69,3,103,5.83,Medium,Medium,High,30-50
43,Male,Designer,5.28,109,6.06,4.66,9.57,4,67,9.29,Medium,Medium,High,30-50
20,Male,Student,2.46,112,8.08,6.37,6.52,4,63,7.66,Low,High,High,Under 30
58,Male,Teacher,1.81,35,8.26,8.73,3.37,3,22,3.3,Low,High,High,50+
59,Male,Freelancer,7.74,69,5.76,3.33,10,3,86,9.36,High,Low,High,50+
31,Male,Software Engineer,3.21,51,5.72,5.61,4.88,4,72,2.68,Medium,Low,High,30-50
28,Female,Designer,8.2,68,8.57,5.48,9.9,2,109,9.14,High,High,Low,Under 30
35,Male,Freelancer,7.83,41,5.99,4.87,8.65,4,7,8.61,High,Low,High,30-50
29,Female,Doctor,2.79,70,7.53,8.7,2.6,4,45,1.07,Low,Medium,High,Under 30
40,Female,Designer,9.17,14,5.89,4.12,10,2,38,10,High,Low,Low,30-50
29,Male,Freelancer,2.45,20,7.66,8.26,3.29,3,17,4.91,Low,Medium,High,Under 30
30,Female,Software Engineer,8.17,116,4.87,5.11,9.95,2,92,9.11,High,Low,Low,30-50
42,Male,Manager,4.78,81,8.18,7.47,4.26,2,67,3.88,Medium,High,Low,30-50
36,Female,Designer,2.65,0,8.92,8.74,2.77,1,16,3.6,Low,High,Low,30-50
53,Female,Doctor,9.44,67,7.83,2.99,10,4,37,10,High,Medium,High,50+
25,Female,Student,9.67,10,5.8,3.15,10,2,69,8.89,High,Low,Low,Under 30
46,Female,Freelancer,5.6,9,6.78,6.95,6.53,0,86,6.55,Medium,Medium,None,30-50
49,Male,Doctor,5.22,44,7.35,7.56,5.11,4,7,5.86,Medium,Medium,High,30-50
35,Female,Freelancer,9.11,55,4.96,3.74,10,0,55,9.03,High,Low,None,30-50
23,Female,Doctor,6.37,18,5.41,7.27,8.02,0,59,8.05,High,Low,None,Under 30
35,Female,Doctor,3.39,117,8.01,4.72,7.85,2,103,6.72,Medium,High,Low,30-50
36,Female,Freelancer,4.83,41,8.73,6.93,5.94,0,50,5.68,Medium,High,None,30-50
39,Female,Designer,8.52,93,5.36,5.03,10,3,11,8.73,High,Low,High,30-50
54,Female,Software Engineer,8.74,113,4.74,4.71,10,4,80,8.81,High,Low,High,50+
49,Male,Doctor,9.45,40,8.91,4.88,10,0,108,10,High,High,None,30-50
58,Male,Researcher,3.59,104,5.6,6.03,6.62,2,14,6.32,Medium,Low,Low,50+
20,Female,Manager,7.12,19,7.89,5.44,8.47,1,3,10,High,Medium,Low,Under 30
45,Female,Designer,1.62,26,5.9,7.09,4.32,2,43,3.79,Low,Low,Low,30-50
27,Other,Software Engineer,7.53,11,8.75,5.54,8.6,3,16,8.98,High,High,High,Under 30
52,Male,Student,6.07,119,7,6.46,6.94,1,26,7.83,High,Medium,Low,50+
46,Male,Researcher,3.25,77,6.08,6.89,5.45,3,110,5.78,Medium,Medium,High,30-50
32,Female,Doctor,6.89,97,4.89,5.01,10,1,46,9.34,High,Low,Low,30-50
50,Female,Teacher,2.22,63,5.28,8.11,3.17,1,83,3.77,Low,Low,Low,30-50
24,Female,Designer,4,105,8.28,5.89,6.94,1,34,5.17,Medium,High,Low,Under 30
29,Male,Manager,4.61,113,4.28,6.67,4.85,0,28,4.86,Medium,Low,None,Under 30
47,Male,Student,7.99,37,4.78,5.55,10,4,12,10,High,Low,High,30-50
38,Male,Student,3.78,65,4.96,6.85,5.41,3,23,5.1,Medium,Low,High,30-50
48,Male,Student,1.44,112,4.35,6.68,1.52,1,17,1,Low,Low,Low,30-50
41,Other,Designer,2.63,57,7.43,8.49,4.41,0,98,4.17,Low,Medium,None,30-50
37,Male,Software Engineer,6.47,95,8.91,5.37,9.24,2,90,10,High,High,Low,30-50
54,Male,Teacher,1.14,81,4.7,8.1,3.46,4,107,1.67,Low,Low,High,50+
21,Male,Researcher,8.13,113,7.99,4.01,10,2,61,10,High,Medium,Low,Under 30
45,Male,Manager,9.11,84,4.88,4.5,10,1,109,9.99,High,Low,Low,30-50
37,Female,Software Engineer,5.46,109,8.87,4.46,9.66,1,13,9.84,Medium,High,Low,30-50
41,Male,Doctor,7.37,117,6.54,3.33,10,0,14,9.04,High,Medium,None,30-50
49,Male,Teacher,5.16,10,8.24,7.61,4.33,3,63,6.02,Medium,High,High,30-50
58,Other,Software Engineer,3.78,29,4.85,8.42,2.94,1,24,3.09,Medium,Low,Low,50+
53,Male,Doctor,2.48,63,8.43,6.19,4.38,1,8,4.87,Low,High,Low,50+
51,Female,Freelancer,5.66,82,4.41,6.45,7.5,3,28,7.87,Medium,Low,High,50+
53,Male,Teacher,9.37,47,4.11,5.82,10,0,101,9.19,High,Low,None,50+
19,Female,Designer,9.01,39,7.54,2.75,10,4,82,10,High,Medium,High,Under 30
32,Male,Manager,9.28,113,4.53,2.81,10,1,12,7.14,High,Low,Low,30-50
51,Male,Freelancer,9.7,93,8.33,3.63,10,2,74,10,High,High,Low,50+
53,Female,Manager,2.49,98,7.11,9.56,1.16,4,74,2.11,Low,Medium,High,50+
23,Male,Doctor,2.32,67,5.65,7.43,2.59,4,79,2.77,Low,Low,High,Under 30
56,Female,Software Engineer,4.85,20,5.39,6.85,6.57,4,116,7.07,Medium,Low,High,50+
59,Male,Teacher,7.2,4,4.41,6.64,7.62,0,15,7.05,High,Low,None,50+
29,Female,Doctor,4.96,117,7.43,4.71,8.01,2,26,8.09,Medium,Medium,Low,Under 30
20,Female,Doctor,9.03,35,8.59,4.9,10,3,107,10,High,High,High,Under 30
35,Male,Designer,7.46,90,7.78,4.62,8.63,0,5,7.94,High,Medium,None,30-50
57,Male,Doctor,6.71,6,7.1,7.88,6.63,0,74,8.06,High,Medium,None,50+
38,Female,Teacher,1.64,59,4.59,8.17,2.42,1,9,4.15,Low,Low,Low,30-50
32,Female,Student,2.58,55,8.14,10,2.3,4,34,2.37,Low,High,High,30-50
50,Male,Teacher,4.85,30,8.83,5.75,7.53,4,112,7.04,Medium,High,High,30-50
52,Female,Teacher,9.79,83,5.31,3.56,10,3,25,10,High,Low,High,50+
43,Male,Designer,4.01,24,6.1,7.64,5.12,3,23,5.58,Medium,Medium,High,30-50
25,Male,Designer,6.67,101,4.07,5.06,8.42,0,54,8.55,High,Low,None,Under 30
53,Female,Manager,9.9,55,8.16,2.75,10,0,50,10,High,High,None,50+
47,Female,Freelancer,3.38,88,4.1,7.16,6.14,2,60,6.46,Medium,Low,Low,30-50
40,Female,Manager,2.5,80,6.43,5.74,5.91,1,92,5.98,Low,Medium,Low,30-50
59,Male,Doctor,5.92,109,6.88,4.16,10,3,9,8.52,Medium,Medium,High,50+
31,Male,Researcher,5.97,100,4.28,4.62,7.99,0,47,9.95,Medium,Low,None,30-50
31,Female,Manager,9.3,78,4.88,4.66,10,0,22,9.08,High,Low,None,30-50
19,Male,Designer,1.24,118,7.95,8.1,1,1,91,1,Low,Medium,Low,Under 30
54,Male,Doctor,4.67,73,5.26,6.73,5.03,3,42,3.91,Medium,Low,High,50+
22,Male,Student,3.81,33,7.62,7.08,5.63,4,99,5.89,Medium,Medium,High,Under 30
55,Female,Software Engineer,6.14,43,7.75,7.18,8.48,1,38,10,High,Medium,Low,50+
58,Male,Designer,1.08,106,6.04,7.3,3.17,3,8,3.28,Low,Medium,High,50+
31,Male,Freelancer,7.4,6,4.32,5.2,8.85,1,81,7.8,High,Low,Low,30-50
56,Female,Researcher,5.36,102,4.05,6.44,6.35,1,80,7.2,Medium,Low,Low,50+
42,Female,Designer,7.31,50,6.46,3.21,10,4,25,10,High,Medium,High,30-50
37,Male,Student,5.03,24,4.36,7.1,6.48,3,92,5.86,Medium,Low,High,30-50
19,Female,Freelancer,5.27,102,7.63,5.05,9.72,2,21,10,Medium,Medium,Low,Under 30
56,Male,Designer,9.06,109,5.9,4.26,10,2,3,10,High,Low,Low,50+
23,Male,Manager,2.9,107,7.42,6.91,7.81,0,107,9.17,Low,Medium,None,Under 30
34,Female,Manager,2.96,27,6.04,7.97,4.68,4,43,4.37,Low,Medium,High,30-50
42,Male,Manager,6.04,41,7.14,4.99,7.84,4,46,9.51,High,Medium,High,30-50
45,Male,Researcher,6.94,26,8.17,6.17,8.63,1,16,9.22,High,High,Low,30-50
19,Female,Student,4.19,36,8.42,7.63,4.33,3,18,5.02,Medium,High,High,Under 30
52,Female,Doctor,5.68,54,4.08,5.88,7.24,2,34,6.51,Medium,Low,Low,50+
54,Female,Researcher,3.05,102,7.23,6.72,5.22,4,24,5,Medium,Medium,High,50+
22,Male,Designer,2.22,37,6.82,9.01,4.43,2,68,5.2,Low,Medium,Low,Under 30
18,Male,Designer,3.14,115,7.19,5.92,4.73,1,61,5.15,Medium,Medium,Low,Under 30
57,Male,Manager,9.25,55,4.29,3.01,10,2,66,10,High,Low,Low,50+
29,Male,Doctor,8.22,91,4.35,5.19,9.81,2,44,10,High,Low,Low,Under 30
53,Male,Researcher,2.26,33,6.48,8.81,3.3,0,83,2.18,Low,Medium,None,50+
40,Female,Designer,1.42,28,4.29,9.53,1.55,0,16,1.69,Low,Low,None,30-50
48,Male,Researcher,1.84,108,7.88,6.67,4.58,4,43,4.03,Low,Medium,High,30-50
28,Male,Teacher,3.64,47,7.86,7.4,5.54,1,91,5.07,Medium,Medium,Low,Under 30
27,Female,Student,8.3,71,4.59,4.94,10,3,84,10,High,Low,High,Under 30
20,Male,Software Engineer,3.89,76,6.28,7.45,5.07,4,79,2.62,Medium,Medium,High,Under 30
31,Other,Teacher,2.67,45,6.97,8.32,2.27,1,63,1,Low,Medium,Low,30-50
33,Male,Freelancer,4.56,36,8.3,6.54,6.62,3,90,6.63,Medium,High,High,30-50
27,Female,Software Engineer,2.12,118,8.94,7.03,2.86,4,64,3.27,Low,High,High,Under 30
46,Female,Teacher,5.23,2,4.09,6.14,6.23,2,104,4.97,Medium,Low,Low,30-50
27,Female,Teacher,7.08,77,6.38,5.34,8.62,2,71,7.97,High,Medium,Low,Under 30
29,Male,Freelancer,4.32,95,8.02,8.02,4.59,2,105,4.31,Medium,High,Low,Under 30
47,Female,Researcher,2.56,86,7.98,5.48,7.95,3,15,9.28,Low,Medium,High,30-50
58,Male,Freelancer,5.08,86,6.71,5.8,5.03,2,21,5.47,Medium,Medium,Low,50+
18,Male,Teacher,7.86,76,4.91,4.57,10,4,106,9.84,High,Low,High,Under 30
22,Male,Student,1.69,112,6.8,7.44,4.85,0,27,4.42,Low,Medium,None,Under 30
37,Male,Software Engineer,1.64,104,5.96,7.1,5.48,1,90,6.09,Low,Low,Low,30-50
25,Male,Doctor,3.86,102,6.05,5.16,7.15,0,68,6.2,Medium,Medium,None,Under 30
29,Male,Doctor,4.74,49,5.64,7.14,6.01,4,31,5.92,Medium,Low,High,Under 30
18,Male,Manager,2.95,20,4.72,8.84,3.95,1,56,4.05,Low,Low,Low,Under 30
37,Female,Researcher,1.24,106,7.69,8.93,1.27,1,11,1.09,Low,Medium,Low,30-50
